'	exclamation	lex112884.1_ἒ
κατάστασιν	noun	_κατάστασις
κατάστημα	noun	_κατάστημα
κατέβρεξας	verb	_καταβρέχω
κατέκηε	verb	_κατακαίω
κατέκτα	verb	_κατακτείνω
κατέκταν	verb	_κατακτείνω
κατέλαβεν	verb	_καταλαμβάνω
κατέλειπον	verb	_καταλιμπάνω
κατέλιπεν	verb	_καταλιμπάνω
κατένευσεν	verb	_κατανεύω
κατέστησε	verb	_καθίστημι
κατέσχεν	verb	_κατέχω
κατέφλεξε	verb	_καταφλέγω
κατέχεεν	verb	_καταχέω
κατέχεεν	verb	_κατέχω
κατέχεν	verb	_κατέχω
κατέχευαν	verb	_καταχέω
κατέχοντο	verb	_κατέχω
κατήσθιε	verb	_κατεσθίω
κατήσθιον	verb	_κατεσθίω
κατήχθη	verb	_κατάγω
κατόπιν	adverb	_κατόπιν
κατόρθωμα	noun	_κατόρθωμα
κατ᾽	preposition	_κατά
κατῆγμαι	verb	_κατάγω
κατῆλθεν	verb	_κατέρχομαι
καυθὲν	verb	_καίω
καυλὸν	noun	_καυλός
καυλῶ	verb	_καυλέω
καυλῶ	noun	_καυλός
καυτὸς	adjective	_καυστός
καυτὸς	adjective	_καυτός
καυχήσεται	verb	_καυχάομαι
καυχήσεως	noun	_καύχησις
καυχηματίας	noun	_καυχηματίας
καυχηματικωτέρους	adjective	_καυχηματικός
καυχησάμενον	verb	_καυχάομαι
καυχωμένης	verb	_καυχάομαι
καυχᾶται	verb	_καυχάομαι
καχλάζοντι	verb	_καχλάζω
καύχημα	noun	_καύχημα
καὶ	conjunction	_καί
καί	conjunction	_καί
καίεται	verb	_καίω
καίπερ	particle	_καίπερ
καίτοι	particle	_καίτοι
καῆναι	verb	_καίω
κε	particle	_ἄν1
κείαντες	verb	_καίω
κείμενα	verb	_κεῖμαι
κείμεναι	verb	_κεῖμαι
κείμεναι	verb	_κέω
κείμενοι	verb	_κεῖμαι
κείμενον	verb	_κεῖμαι
κείμενος	verb	_κεῖμαι
κείνου	verb	_κενόω
κείνου	pronoun	_ἐκεῖνος
κείνου	adjective	_κεῖνος
κείνους	pronoun	_ἐκεῖνος
κείνους	adjective	_κεῖνος
κείνους	verb	_κενόω
κείνων	pronoun	_ἐκεῖνος
κείνων	verb	_κενόω
κείνων	adjective	_κεῖνος
κείρασθαι	verb	_κείρω
κείρεσθαι	verb	_κείρω
κείσεται	verb	_κεῖμαι
κείω	verb	_κείω2
κείω	verb	_κείω1
κείω	verb	_καίω
κείων	verb	_κείω1
κείων	verb	_κείω2
κείων	verb	_κείω
κείων	verb	_κεῖμαι
κεδνοὺς	adjective	_κεδνός
κειμένη	verb	_κεῖμαι
κειμένην	verb	_κεῖμαι
κειμένης	verb	_κεῖμαι
κειμένου	verb	_κεῖμαι
κειμένην	verb	_κεῖμαι
κειμένης	verb	_κεῖμαι
κειμένου	verb	_κεῖμαι
κεινός	adjective	_κενός
κεινός	adjective	_κεινός
κεκάδοντο	verb	_χάζω
κεκάλυπται	verb	_καλύπτω
κεκάμω	verb	_κάμνω
κεκακωμένοι	verb	_κακόω
κεκεντῆσθαι	verb	_κεντέω
κεκεντῆσθαι	verb	_κεντάω
κεκληγότες	verb	_κλάζω
κεκληγώς	verb	_κλάζω
κεκλημένοι	verb	_καλέω
κεκλημένος	verb	_καλέω
κεκλημένου	verb	_καλέω
κεκλιμένα	verb	_κλίνω
κεκλιμένον	verb	_κλίνω
κεκλόμενοι	verb	_κέλομαι
κεκλήγοντες	verb	_κλάζω
κεκλήγων	verb	_κλάζω
κεκλῆσθαι	verb	_καλέω
κεκμήκασι	verb	_κάμνω
κεκμηότι	verb	_κάμνω
κεκμηῶτας	verb	_κάμνω
κεκοινοποίηκεν	verb	_κοινοποιέω
κεκολλῆσθαι	verb	_κολλάω
κεκοπῶσθαι	verb	_κοπόω
κεκοπῶσθαι	verb	_κοπιάω
κεκρατηκέναι	verb	_κρατέω
κεκριμένως	adverb	_κεκριμένως
κεκριμένως	verb	_κρίνω
κεκρύφαται	verb	_κρύπτω
κεκτημέναι	verb	_κτέομαι
κεκτημέναι	verb	_κτάομαι
κεκτῆσθαι	verb	_κτέομαι
κεκτῆσθαι	verb	_κτάομαι
κεκόρησθον	verb	_κορέω
κεκόρησθον	verb	_κορέννυμι
κεκώλυκε	verb	_κωλύω
κεκάκωνται	verb	_κακόω
κεκάμωσιν	verb	_κάμνω
κεκώλυκε	verb	_κωλύω
κεκώλυται	verb	_κωλύω
κελάδησαν	verb	_κελαδέω
κελαινεφὲς	adjective	_κελαινεφής
κελαρύζοντος	verb	_κελαρύζω
κελευέτω	verb	_κελεύω
κελευσθεὶς	verb	_κελεύω
κελευόμενος	verb	_κελεύω
κελευόντων	verb	_κελεύω
κελεύει	verb	_κελεύω
κελεύειν	verb	_κελεύω
κελεύεις	verb	_κελεύω
κελεύετέ	verb	_κελεύω
κελεύθους	noun	_κέλευθος
κελεύοι	verb	_κελεύω
κελεύσαντος	verb	_κελεύω
κελεύω	verb	_κελεύω
κελεύων	verb	_κελεύω
