'	lex112884.1_ἒ
'ἐπιμύει	
(132)	
(Hrd	
(Men	
(St	
(abbrev	
(abbreviation)	
(cf	
(fr	(p	
(sc	
(symbol)	
(Β	
(Γ	
(Ι	
(Ξ	
(πό)λις	
(τ	
(χ	392)	
πάρεστι	lex50161.1_πάρειμι1
πάρέξ	lex51882.1_παρέξπάσαν	lex64194.1_πᾶς lex50213.1_πάσσω
πάσας	lex64194.1_πᾶς lex50213.1_πάσσω
πάσασθαι	lex53565.1_πατέομαι lex50213.1_πάσσω lex50140.1_πάομαι
πάσχει	lex50219.1_πάσχω
πάσχειν	lex50219.1_πάσχω
πάσχων	lex50219.1_πάσχω
πάτερ	lex53568.1_πατήρ
πάτος	lex50228.1_πάτος
πάϊς	lex53744.1_παῖς
πὲρι	lex54377.1_περίπέδησε	lex53762.1_πεδάω
πέλαγος	lex50264.1_πέλαγος
πέλας	lex50268.1_πέλας lex53897.1_πελάω
πέλασθ	
πέλασσε	lex53891.1_πελάζω
πέλασσεν	lex53891.1_πελάζω
πέλει	lex53897.1_πελάω lex50289.1_πέλω
πέλεκυς	lex50276.1_πέλεκυς
πέλεν	lex50289.1_πέλω
πέμπει	lex50298.1_πέμπωπέμπουσι	lex50298.1_πέμπω
πέμψαι	lex50298.1_πέμπω
πένεσθαι	lex50308.1_πένομαι
πέντε	lex50316.1_πέντε
πέπαλος	
πέπαυται	lex53740.1_παύω
πέπληγα	lex56523.1_πλήσσω
πέπλον	http://data.perseus.org/collections/_πεπλος lex50327.1_πέπλος
πέπλος	http://data.perseus.org/collections/_πεπλος lex50327.1_πέπλος
πέπλου	http://data.perseus.org/collections/_πεπλος lex50327.1_πέπλοςπέπλους	http://data.perseus.org/collections/_πεπλος lex50327.1_πέπλος
πέπλω	http://data.perseus.org/collections/_πεπλος lex50327.1_πέπλος
πέπον	lex50332.1_πέπων
πέπτωκε	lex50454.1_πίπτω
πέπτωκεν	lex50454.1_πίπτω
πέρ	lex50333.1_πέρ
πέσθαι	
πέσοι	lex50454.1_πίπτω
πέσον	lex50454.1_πίπτω
πέτρα	lex50384.1_πέτραπέτραν	lex50384.1_πέτρα
πέτρη	lex50384.1_πέτρα
πέφραδ'	lex78924.1_φράζω
πέφυκε	lex79603.1_φύζω lex79658.1_φύω
πέφυκεν	lex79658.1_φύω lex79603.1_φύζω
πήγνυσι	lex50394.1_πήγνυσις lex50393.1_πήγνυμι
πήχεας	lex64209.1_πῆχυς
πίθανον	
πίμπρασθαι	lex50442.1_πίμπρημι
πίνωσιν	lex50450.1_πίνωπίπτει	lex50454.1_πίπτω
πίπτειν	lex50454.1_πίπτω
πίπτον	
πίσσα	lex50461.1_πίσσα
πίσση	
πίσσης	lex50461.1_πίσσα
πίσω	lex50459.1_πίσον lex56340.1_πιπίσκω lex50460.1_πίσος
πίφαυσκε	lex56446.1_πιφαύσκω
πὸλει	lex57452.1_πολέω lex64026.1_πόλις
πὸλεμον	lex64021.1_πόλεμοςπὸλλ'	lex58528.1_πολύς
πό	
πόδας	lex59024.1_πούς
πόδες	lex59024.1_πούς
πόδεσσιν	lex59024.1_πούς
πόητω	
πόθεν	lex57282.1_ποθεν lex64012.1_πόθεν lex50450.1_πίνω
πόθω	lex64017.1_πόθος
πόλεας	lex58528.1_πολύς
πόλει	lex57452.1_πολέω lex64026.1_πόλιςΞενοφῶντι	lex6947.1_Ξενοφῶν
Ξοῦθος	lex6961.1_Ξοῦθος
Ξόϊς	lex6967.1_Ξόις
Ξάνθης	lex48690.1_ξαίνω lex6907.1_Ξάνθης lex48659.1_ξάνθη
Ξάνθοιο	lex6911.1_Ξάνθος
Ξάντοιο	
Ο	
ΟΔ	
Οίτυλον	
Οίτυλος	πόλεις	lex64026.1_πόλις http://data.perseus.org/collections/_πόόλις lex58528.1_πολύς lex57452.1_πολέω
πόλεμον	lex64021.1_πόλεμος
πόλεμος	lex64021.1_πόλεμος
πόλεσι	lex64026.1_πόλις lex58528.1_πολύς
πόλεων	lex58528.1_πολύς lex64026.1_πόλις http://data.perseus.org/collections/_πόόλις
πόλεως	lex64026.1_πόλις
πόλιας	lex64026.1_πόλις http://data.perseus.org/collections/_πόόλις
πόλιν	lex64026.1_πόλις
πόλιος	lex64026.1_πόλις
πόλις	http://data.perseus.org/collections/_πόόλις lex64026.1_πόλιςπόλλῶ	
πόμ'	lex64036.1_πόμα
πόμασιν	lex64036.1_πόμα
πόμνον	
πόν	
πόνον	lex64043.1_πόνος
πόνος	lex64043.1_πόνος
πόντον	lex64047.1_πόντος
πόντῳ	lex64047.1_πόντος
πόρε	lex64084.1_πόρω lex64075.1_πόροςπόρρω	lex63115.1_πρόσω
πόρρωθεν	lex63116.1_πρόσωθεν
πόσε	lex64095.1_πόσος lex64086.1_πόσε
πόσεϊ	lex64092.1_πόσις1 lex64093.1_πόσις2
πόσιν	lex64093.1_πόσις2 lex64092.1_πόσις1
πόσιος	lex64092.1_πόσις1 lex64093.1_πόσις2
πόσις	lex64093.1_πόσις2 lex64092.1_πόσις1
πόσον	lex64095.1_πόσος
πότε	lex58907.1_ποτέ lex64109.1_πότος lex64099.1_πότε
πότερον	lex64100.1_πότεροςπότιμα	lex64103.1_πότιμος
πότιμον	lex64103.1_πότιμος
πότμον	lex64106.1_πότμος
πότος	lex64109.1_πότος
πὺξ	lex64131.1_πύξ
πὺρος	
πύθηαι	http://data.perseus.org/collections/_πύθω lex63572.1_πυνθάνομαι
πύθοιτο	http://data.perseus.org/collections/_πύθω lex63572.1_πυνθάνομαι
πύκτην	lex64124.1_πύκτης
πύλαι	lex64125.1_πύληπύλας	lex64125.1_πύλη
πύλη	lex64125.1_πύλη
πύλην	lex64125.1_πύλη
πύργοις	lex64145.1_πύργος
πύργοισιν	lex64145.1_πύργος
πύργος	lex64145.1_πύργος
πύργους	lex64145.1_πύργος lex63704.1_πυργόω
πώγωνας	lex64173.1_πώγων
πᾶλιν	
πᾶν	lex64194.1_πᾶςπᾶς	lex64194.1_πᾶς
πᾶσά	lex64194.1_πᾶς
πᾶσα	lex64194.1_πᾶς
πᾶσαι	lex50140.1_πάομαι lex64194.1_πᾶς
πᾶσαι⁚	
πᾶσαν	lex64194.1_πᾶς
πᾶσας	
πᾶσι	lex64195.1_πᾶσις lex64194.1_πᾶς
πᾶσιν	lex64194.1_πᾶς lex64195.1_πᾶσις
πᾶτον	πῆ	lex56052.1_πη lex64197.1_πῆ
πῆδον	
πῆμα	lex64200.1_πῆμα
πῆξαι	lex50393.1_πήγνυμι lex50417.1_πήσσω
πῆξε	lex50393.1_πήγνυμι lex50417.1_πήσσω
πῆρον	
πῆχυς	lex64209.1_πῆχυς
πῇ	lex56052.1_πη lex64197.1_πῆ
πῖε	lex64218.1_πῖος
πῖθι	lex50450.1_πίνωπῖπτε	lex50454.1_πίπτω
πῖσσα	
πῦν	
πῦρ	lex64222.1_πῦρ
πῦργον	
πῦσμα	
πῶ	lex64224.1_πῶ lex63935.1_πω
πῶλον	lex64225.1_πῶλος
πῶμ'	lex64226.1_πῶμα1 lex64227.1_πῶμα2
πῶς	lex64231.1_πῶς2 lex64230.1_πῶς lex64002.1_πωςπῶυ	lex64232.1_πῶυ
πῶυι	
πῶϋ	lex64232.1_πῶυ
ρ	
ρ'	
ρά	
ρέα	
ρέας	
ρέξας	
ρήμασιν	ρήματος	
ρήτορα	
ρίγιον	
ρίον	
ρίψεως	
ρα	
ραβδοειδέσι	
ραδαλὸν	
ραδηλ	
ραι	Οίτῃ	
Οδ	
Οδίου	
Οδυσσέως	
Οδυσσεία	
Οδυσσείας	
Οδυσσείᾳ	
Οδυσσεαι	
Οδυσσεια	
Οδυσσειᾳ	ρανίδες	
ρας	
ρατος	
ραφαῖς	
ραψωδία	
ραψῳδίᾳ	
ραψῳδίᾳ	
ρείθρων	
ρείνός	
ρεζουσιν	ρεσιν	
ρευμα	
ρευον	
ρεῖα	
ρεῖαμενή	
ρεῖς	
ρηγνύμενος	
ρηζάδμενοι	
ρημ	
ρημάτων	ρημα	
ρηματ	
ρητορίας	
ρητόν	
ρητὸν	
ρι	
ρια	
ριγείω	
ριγειω	
ριζε	ριζῶν	
ρινὸν	
ρινὸς	
ριπίσαι	
ριπτάζων	
ριπῆς	
ρις	
ριφθεισης	
ρμαχεῖς	
ροδόεντι	ρομένησι	
ρον	
ρονον	
ρος	
ροτϊας	
ροὰς	
ροώδη	
ρυμὸς	
ρυτῆρα	
ρωρήσoνται	ρωρήσωνται	
ρόθεσις	
ρύατο	
ρἡτέον	
ρέσαι	
ρίγησε	
ρίγησεν	
ρίζους	
ρᾶγες	
ρᾶς	ρ‘	
ρ’	
ς	
ς᾽	lex72423.1_σύ lex72419.1_σός
σ	
σ'	lex72419.1_σός lex72423.1_σύ
σάκεος	lex64262.1_σάκος
σάκος	lex64260.1_σάκκος lex64262.1_σάκος
σάλπιγγα	lex64281.1_σάλπιγξ
σάλπιγγας	lex64281.1_σάλπιγξσάλπιγξ	lex64281.1_σάλπιγξ
σάος	lex72809.1_σῶς
σάρκα	lex64760.1_σαρκάω lex64321.1_σάρξ
σάρκας	lex64760.1_σαρκάω lex64321.1_σάρξ
σάρκες	lex64321.1_σάρξ
σάφα	lex64336.1_σάφα
σάφὴς	
σάω	lex64887.1_σαόω lex72774.1_σώζω lex72809.1_σῶς
σάωσε	lex72774.1_σώζω lex64887.1_σαόω
σέ	lex72423.1_σύ lex72419.1_σόςσέα	lex64393.1_σής
σέβοι	lex64349.1_σέβω
σέβωσι	lex64349.1_σέβω
σέθεν	lex72423.1_σύ
σέλα	lex64356.1_σέλας lex64977.1_σελάω
σέλινον	lex64359.1_σέλινον
σέλᾳ	lex64356.1_σέλας
σέο	lex64376.1_σέω lex72423.1_σύ
σέσηπε	lex64388.1_σήπω
σήμαινε	lex65124.1_σημαίνωσήματα	lex72785.1_σῆμα
σήματι	lex72785.1_σῆμα
σήματος	lex72785.1_σῆμα
σήπεσθαι	lex64388.1_σήπω
σήπεται	lex64388.1_σήπω
σίαλόν	lex64399.1_σίαλος lex64398.1_σίαλον
σίγιον	lex64401.1_σίγιον lex65261.1_σιγάω
σίδηρα	lex64414.1_σίδηρον
σίδηρον	lex64414.1_σίδηρον lex64415.1_σίδηρος
σίδηρος	lex64415.1_σίδηροςΟδυσσεως	
Οδυσσεία	
Οδυσσείᾳ	
Οδυσσεὺς	
Οδυσσέως	
Οινομάου	
Οιτῃ	
Οιωνὸν	
Ολυμπιάδες	
Ολυμπος	σίκασθεν	
σίλλοι	lex64432.1_σίλλος
σίνεσθαι	lex64455.1_σίνομαι
σίπαλον	
σίτον	
σίτου	lex72795.1_σῖτος
σίφλὸς	lex64496.1_σίφλος
σαι	
σακους	
σαλευθὲν	lex64622.1_σαλεύωσαμνῖτα	
σανίδας	lex64672.1_σανίς
σανίδων	lex64692.1_σανιδόω lex64672.1_σανίς
σανιδώματα	lex64671.1_σανίδωμα
σαπήῃ	lex64388.1_σήπω
σαπῆναι	lex64388.1_σήπω
σαρκί	lex64765.1_σαρκίς lex64321.1_σάρξ
σαρκαστικόν	
σαρκος	
σαρκοφάγα	lex64793.1_σαρκοφάγοςσαρκοφάγων	lex64807.1_σαρκόφαγος lex64793.1_σαρκοφάγος
σαυρωτὴν	lex64862.1_σαυρωτός
σαυρωτῆρας	lex64861.1_σαυρωτήρ
σαφές	lex64870.1_σαφής
σαφέστερον	lex64870.1_σαφής
σαφέστερος	lex64870.1_σαφής
σαφήνεια	lex64869.1_σαφήνεια
σαφής	lex64870.1_σαφής
σαφες	
σαφεστέραν	lex64870.1_σαφήςσαφεστερον	
σαφηνίζει	lex64876.1_σαφηνίζω
σαφηνίσῃ	lex64876.1_σαφηνίζω
σαφηνείας	lex64869.1_σαφήνεια
σαφηνείας	lex64869.1_σαφήνεια
σαφοῦς	lex64870.1_σαφής
σαφὲς	lex64870.1_σαφής
σαφέσσι	lex64870.1_σαφής
σαφέστερον	lex64870.1_σαφής
σαφῶς	lex64870.1_σαφήςσαωθῆναι	lex64887.1_σαόω lex72774.1_σώζω
σαωσέμεν	lex64887.1_σαόω lex72774.1_σώζω
σαώσει	lex64887.1_σαόω lex72774.1_σώζω
σαώσετον	lex64887.1_σαόω lex72774.1_σώζω
σαώσωμεν	lex72774.1_σώζω lex64887.1_σαόω
σαώσῃς	lex72774.1_σώζω lex64887.1_σαόω
σαώτερος	lex72809.1_σῶς http://data.perseus.org/collections/_σάος
σαῲς	
σβέσιν	lex64897.1_σβέσις
σβεννύμενον	lex64896.1_σβέννυμισε	lex72423.1_σύ
σείειν	lex64913.1_σείω
σείετο	lex64913.1_σείω
σεβασμιωτέρας	
σεβασμον	
σεβόμενοι	lex64347.1_σέβομαι
σεθεν	
σειδαων	
σειομένης	lex64913.1_σείω
σειρὴν	lex64926.1_σειράσειρᾶς	lex64929.1_σειράω lex64926.1_σειρά
σελήνη	lex64978.1_σελήνη
σελας	
σεληνον	
σελάγων	
σεμνοὺς	lex65066.1_σεμνός
σεμνότερον	lex65066.1_σεμνός
σεμνύνων	lex65071.1_σεμνύνω
σεμνὴν	lex65066.1_σεμνός
σεμνῶν	lex65064.1_σεμνόν lex65070.1_σεμνόω lex65066.1_σεμνόςσεμέλης	
σεν	
σεο	lex72423.1_σύ
σεπτή	lex65080.1_σεπτός
σεπτικὴ	lex65079.1_σεπτικός
σεπτικῶς	lex65079.1_σεπτικός
σεσημείαται	
σεσημείωται	lex65148.1_σημειόω
σεσημειωμένου	lex65148.1_σημειόω
σεσημειωμένων	lex65148.1_σημειόωσεσημειωμένου	lex65148.1_σημειόω
σεσημείωται	lex65148.1_σημειόω
σεσιτευμένου	lex65567.1_σιτεύω
σευ	lex72423.1_σύ
σευόμενον	lex65093.1_σεύω
σεύονται	lex65093.1_σεύω
σεῖο	lex72423.1_σύ lex64376.1_σέω
σεῖσαι	lex64913.1_σείω
σεῦ	lex64376.1_σέω lex72423.1_σύ
ση	σηαίνει	
σηγόρευσ	
σηκοὺς	lex65112.1_σηκός
σηκὸν	lex65112.1_σηκός
σηκὸς	lex65112.1_σηκός
σημ	
σημα	
σημαίμει	
σημαίνει	lex65124.1_σημαίνω
σημαίνειν	lex65124.1_σημαίνωΟλυμπου	
Ολύμπου	
Ολύμπου	
Ομήρου	
Ομήρῳ	
Ομηρικοῖς	
Ομηρικὸν	
Ομηρικῶν	
Ομηρος	
Ομήρω	σημαίνεσθαι	lex65124.1_σημαίνω
σημαίνεται	lex65124.1_σημαίνω
σημαίνη	
σημαίνηται	lex65124.1_σημαίνω
σημαίνοι	lex65124.1_σημαίνω
σημαίνοντα	lex65124.1_σημαίνω
σημαίνοντος	lex65124.1_σημαίνω
σημαίνουσα	lex65124.1_σημαίνω
σημαίνουσι	lex65124.1_σημαίνω
σημαίνων	lex65124.1_σημαίνωσημαίνῃ	lex65124.1_σημαίνω
σημαι	
σημαινέτω	lex65124.1_σημαίνω
σημαινει	
σημαινοι	
σημαινομένου	lex65124.1_σημαίνω
σημαινομένων	lex65124.1_σημαίνω
σημαινομε	
σημαινομενον	
σημαινομένου	lex65124.1_σημαίνωσημαινομένῳ	lex65124.1_σημαίνω
σημαινόμενα	lex65124.1_σημαίνω
σημαινόμενον	lex65124.1_σημαίνω
σημαινόμενόν	lex65124.1_σημαίνω
σημαινόμενῳ	
σημαινόμ	
σημαινόμενον	lex65124.1_σημαίνω
σημαινόμενου	
σημανει	
σημαντικαί	lex65130.1_σημαντικόςσημαντικαὶ	lex65130.1_σημαντικός
σημαντικον	
σημαντικοῦ	lex65130.1_σημαντικός
σημαντικόν	lex65130.1_σημαντικός
σημαντικὴν	lex65130.1_σημαντικός
σημαντικὸν	lex65130.1_σημαντικός
σημαντικόν	lex65130.1_σημαντικός
σημαντικῇ	lex65130.1_σημαντικός
σημασία	lex65133.1_σημασία
σημασίαν	lex65133.1_σημασίασημασίας	lex65133.1_σημασία
σημασία	lex65133.1_σημασία
σημασίαν	lex65133.1_σημασία
σημαίνει	lex65124.1_σημαίνω
σημαίνεσθαι	lex65124.1_σημαίνω
σημαίνεται	lex65124.1_σημαίνω
σημαίνη	
σημαίνηται	lex65124.1_σημαίνω
σημαίνοντος	lex65124.1_σημαίνω
σημαίνουσαι	lex65124.1_σημαίνωσημαίνων	lex65124.1_σημαίνω
σημαῖνον	lex65124.1_σημαίνω
σημείοις	lex65151.1_σημεῖον
σημείων	lex65151.1_σημεῖον lex65148.1_σημειόω
σημειούμεθα	lex65148.1_σημειόω
σημειοῦνται	lex65148.1_σημειόω
σημειοῦνταί	lex65148.1_σημειόω
σημειοῦσθαι	lex65148.1_σημειόω
σημειοῦται	lex65148.1_σημειόω
σημειω	σημειων	
σημειωσαμενοι	
σημειωτ	
σημειωτέον	lex65145.1_σημειωτέος
σημειωτεον	
σημειωτέον	lex65145.1_σημειωτέος
σημειώδης	lex65149.1_σημειώδης
σημειώσαιτο	lex65148.1_σημειόω
σημειώσεως	lex65139.1_σημείωσις
σημειῶδες	lex65149.1_σημειώδηςσημειῶσαι	lex65148.1_σημειόω
σημεία	lex65137.1_σημεία
σημείοις	lex65151.1_σημεῖον
σημείωσαι	lex65148.1_σημειόω
σημεῖα	lex65151.1_σημεῖον
σημεῖον	lex65151.1_σημεῖον
σημεῖόν	lex65151.1_σημεῖον
σημώμενοι	
σημάντορας	lex65121.1_σημάντωρ
σημάντωρ	lex65121.1_σημάντωρσημᾶναι	lex65124.1_σημαίνω
σημῆναι	lex65124.1_σημαίνω
σηναῖνον	
σθ	
σθένει	lex65226.1_σθένω lex65225.1_σθένος
σθένιος	lex65225.1_σθένος lex65224.1_σθένιος
σθένον	lex65226.1_σθένω
σθένος	lex65225.1_σθένος
σθενος	
σι	σιαγόνα	lex65238.1_σιαγών
σιαγῶσι	
σιγαλόεντ	
σιγαλόεντα	lex65265.1_σιγαλόεις
σιγηλόεντα	
σιγηλός	lex65269.1_σιγηλός
σιγματοειδῶς	lex65280.1_σιγματοειδής
σιγὴ	lex65263.1_σιγή
σιγῇ	lex65263.1_σιγή lex65261.1_σιγάω lex65258.1_σιγάζω
σιδήρου	lex65362.1_σιδηρόω lex64415.1_σίδηρος lex64414.1_σίδηρονΟποῦντι	
Οποῦντος	
Ορθογραφίᾳ	
Οροάνδου	
Ορφευς	
Ορφεὺς	
Ορχαμε	
Ορχαμεον	
Οτρεὺς	
Οφιώνιον	σιδίῳ	lex64416.1_σίδιον
σιδη	
